10000 16666
1143 9517 5
9981 6449 1
1431 1929 8
210 3365 5
7116 726 5
268 6465 5
4912 9497 7
4585 3282 3
2069 9642 7
1894 1011 1
1377 2936 7
9358 9953 5
6225 1893 5
1128 5641 5
5400 4281 9
5438 9689 10
2275 7573 9
1800 5836 1
1566 7770 5
3100 785 9
4215 6389 10
3292 7073 4
7554 7042 8
4756 9765 6
9655 1097 1
480 6023 10
1891 8847 7
5567 9751 1
1284 3926 2
9401 8467 1
417 9561 7
4342 1611 9
672 273 1
857 4561 9
6974 5606 7
1271 9129 7
1600 8913 9
5377 671 8
2839 6971 3
4288 446 3
5877 6724 5
4819 3291 7
6724 2881 7
8380 1370 9
389 8841 6
5707 9159 1
1253 2333 1
4647 5513 10
8966 871 5
7221 851 5
6885 9689 3
3879 154 7
9272 9979 6
4327 3908 8
4292 5804 1
7958 9897 8
4744 9553 5
6469 1152 7
9095 1001 1
5248 4033 1
9781 2609 6
4354 7233 10
8613 7321 1
84 1277 10
4121 6521 9
900 2021 5
467 5897 2
2703 7753 7
1317 3230 8
7608 6129 1
6299 1426 1
7540 9039 6
9411 9089 1
445 5249 8
7169 798 7
381 7673 9
3834 5063 6
1221 3299 3
2878 8613 6
8414 6919 2
8965 8759 9
9003 3213 5
9445 2641 6
4675 1697 3
1030 9353 3
3636 8719 6
3745 7249 3
3423 2571 9
7968 5473 1
5042 2557 1
5701 7426 5
1682 8791 2
5951 1892 4
5503 4187 3
9498 3122 6
4098 3035 4
1485 8106 10
5467 9801 7
8047 284 5
400 4233 9
2881 8214 6
9061 3287 6
1013 5617 5
5886 1786 3
3112 7376 7
4808 8693 10
5649 5141 1
4418 9481 9
512 8913 6
7786 3282 5
2389 4337 1
7235 7805 3
3672 6501 1
7674 7127 9
7055 7431 5
900 7515 6
2921 2541 1
2024 2619 3
755 623 1
1999 7778 9
983 8049 1
3292 793 2
3535 8041 9
7687 7232 9
1958 5015 1
4581 1346 1
2660 7579 3
6689 8681 4
3702 840 7
125 3703 9
9829 6315 1
2491 5260 1
7141 1057 3
1344 3987 1
3343 3833 10
439 2558 1
1066 4671 8
2661 7373 2
3660 2029 7
905 2961 1
9284 4918 7
2309 6500 6
4222 5052 3
1681 1689 5
741 7579 4
6621 3327 6
1576 4850 7
4044 5387 6
8183 1781 5
4014 7121 1
3960 4521 1
9634 886 1
6849 5449 3
1802 3306 6
378 2211 3
3293 8715 1
3445 4135 8
2257 2128 9
2240 7046 1
2363 6894 6
309 6829 7
5743 731 1
5306 7776 6
2725 2220 1
9874 8075 10
8718 673 1
1219 3511 5
9822 751 5
257 4389 3
3864 3497 7
230 8569 6
1548 3931 10
679 2480 10
3094 1767 5
8574 7825 2
2139 5426 9
2614 1239 6
34 885 7
4559 8257 3
9130 4225 2
7629 6147 3
4375 9376 9
1028 1264 1
6371 9209 1
66 2516 7
1062 9311 4
4851 9651 6
8432 5969 7
7178 9860 6
7217 1746 1
107 9485 7
431 9221 7
3355 7170 5
3039 3261 9
842 5479 1
4480 1290 1
4758 1726 1
4420 3917 1
3124 8671 3
1423 3435 7
2828 2956 7
6205 7706 1
8812 5605 6
7558 8367 9
8582 5837 1
8000 2726 1
4037 9129 6
369 8806 7
3376 2037 9
7903 490 7
8304 3124 2
3160 4653 3
8090 3703 9
5622 2931 1
567 9519 1
225 7481 9
2554 2529 3
229 926 3
7395 8426 2
7669 2433 8
1148 4340 9
3523 8937 3
611 9681 7
1064 8513 4
105 321 5
3524 9131 3
8436 8884 4
3241 9532 1
1055 1041 5
7333 5225 1
2500 5036 2
8331 783 5
6434 1615 3
700 1191 9
4683 113 1
8848 1177 9
1994 9511 5
255 5537 6
1039 4169 9
1730 6477 3
807 6181 6
5383 289 5
2739 2579 7
8003 8951 5
3173 9193 5
2326 3295 6
4124 6959 6
618 2185 6
4014 6590 1
8708 9104 4
8225 8773 7
9466 6647 9
758 1197 6
1007 5701 5
7437 6465 1
7788 1571 3
4031 1421 5
6703 8256 1
1090 3487 6
5787 9681 6
3666 9493 6
6107 2615 1
4559 2561 1
909 2009 1
7220 6901 5
7697 4658 1
5204 4886 1
1436 6456 5
3515 8867 1
7376 4481 6
2338 5119 3
2368 2945 2
2948 9986 1
2103 3652 7
1948 6673 7
956 8407 2
4739 3111 1
651 6862 10
5291 4975 1
2546 6643 6
7420 965 3
4811 9208 9
1512 3513 3
3128 7542 8
1025 1635 1
7489 4973 5
699 5026 1
4161 4936 1
5776 6933 9
4902 4862 1
8156 6625 6
9510 2201 7
3351 9181 8
2938 6337 8
5939 5673 7
8705 570 5
9786 1162 5
3 9396 7
330 915 9
1450 446 10
8333 133 9
6522 1433 7
8859 9364 8
4446 5317 6
8295 3636 1
5902 6541 6
6488 721 9
3622 2405 1
9735 864 1
153 189 1
9696 9101 2
3814 2899 7
140 7576 8
2962 2367 10
9317 4105 4
4662 269 4
7106 6876 7
483 6665 2
6879 5237 3
470 7706 1
4699 2229 9
1520 2317 1
1726 9431 1
4018 5405 9
4809 7358 5
7490 8243 4
2031 1921 3
1882 7161 2
7429 3827 7
7191 4601 7
4221 3420 3
887 6921 3
285 7210 9
3131 3686 1
2347 6817 6
763 4934 7
7185 659 7
5229 5651 8
3108 6666 1
1110 4925 1
5533 4683 2
7306 434 1
311 4389 2
6474 141 10
6868 2707 1
6452 7321 2
625 8851 4
10000 9060 1
1927 9969 5
3886 177 3
476 8421 7
8402 9889 1
3091 2097 1
2346 8019 6
8980 8301 1
5937 3495 4
2504 9017 3
3108 8011 8
8714 147 5
4735 5671 9
3723 7645 8
1837 3061 1
9368 4945 3
5132 4059 7
445 1290 10
3120 7617 9
6639 9341 7
1623 4056 8
6331 2862 5
4915 3589 10
1481 7761 1
2999 4701 4
9195 7797 1
8338 446 5
432 5861 1
3412 4331 1
4730 4321 2
3097 7755 9
7464 2578 3
359 2395 5
8349 2626 5
118 2838 4
2820 1454 8
1657 955 3
203 1039 1
5881 8161 6
2983 617 5
469 5579 9
5151 121 1
7261 7946 6
2588 3768 6
7065 7526 3
527 849 1
6675 1320 3
1062 1371 6
9276 7220 9
8837 771 1
2125 4766 1
5482 9177 1
1032 1841 3
745 7201 5
1201 5921 9
5957 7701 7
8843 9586 7
6062 8647 7
8352 8308 3
1502 5825 1
5393 145 8
454 1721 9
3707 541 1
9341 981 4
1613 7881 10
1553 2109 5
8741 9186 7
9835 6020 7
1866 925 7
1925 5683 5
3766 8822 7
1469 8057 4
4725 4184 1
7338 653 1
4267 8078 1
2989 3871 7
8266 748 3
7074 1589 1
9508 8169 8
200 1592 9
82 353 1
8808 8865 1
5319 5602 2
935 7133 6
2008 3785 5
431 9026 1
3205 751 6
3992 1550 1
8239 8806 7
2994 3716 5
7703 2178 1
5682 2441 4
2551 6087 2
7558 199 9
7654 9487 6
1629 4287 6
2408 1611 1
7288 9111 8
5188 8503 1
6645 4651 1
5372 9973 10
7737 2331 1
33 5651 6
8558 1837 4
5132 6061 2
7209 9939 1
1310 8193 6
3227 9687 4
7503 313 5
1044 6041 1
7346 1901 1
407 2957 1
6124 1411 1
2777 1731 1
550 9913 1
2552 7109 1
228 3950 7
9029 6943 5
9241 219 9
1556 5147 8
996 4630 9
356 4009 6
916 3953 1
1715 3124 1
2415 3286 3
1063 119 7
8755 4236 9
7961 6771 7
5585 9009 2
185 9846 7
9257 9025 6
4418 3572 7
269 8709 1
1855 5481 9
6680 2589 6
3759 9661 3
3126 2446 7
938 2668 1
2150 7123 1
6806 2521 1
4034 1591 3
888 1901 3
5995 1673 6
1546 3105 8
4030 5717 8
3458 4755 9
4423 4291 10
1286 8817 5
335 8768 3
5802 4554 5
2516 3201 7
6442 6445 5
3454 8796 3
5021 3421 7
3674 5398 1
260 9202 3
7005 5561 1
300 9999 8
7492 7111 6
3321 5365 2
122 1128 8
6919 371 5
307 8050 5
5335 983 7
246 8006 9
4280 4661 7
5964 2371 3
1043 4299 9
3357 609 1
173 5329 6
940 1692 7
9339 6439 1
2194 6491 5
7050 1368 5
2258 3529 6
7083 9201 4
2678 4169 1
173 5601 6
2308 1596 7
5093 4629 4
9625 4976 1
8790 6246 1
3446 1649 1
194 3069 9
6919 8973 1
9225 817 6
7534 121 9
4233 3681 3
447 4174 8
9770 7309 1
9008 7315 10
1662 610 5
475 5509 1
9367 1673 1
423 8031 7
7494 1089 10
309 4889 7
9149 4205 2
3309 7294 6
5171 4249 1
6297 4806 3
5799 8100 9
8146 4595 1
6460 440 1
6422 2820 8
3186 8736 1
1469 191 7
15 7560 1
2962 8226 1
3896 617 3
1196 8689 9
857 141 1
5367 9825 5
7027 4261 5
5076 9153 9
239 7861 6
2226 6093 1
3331 6076 3
4347 4431 8
7639 499 1
1994 2212 7
7657 2319 1
2751 7733 5
3976 1865 7
4228 697 6
2418 4543 6
1224 9011 2
4796 248 9
4137 3503 6
3261 4143 1
698 9936 5
9416 5408 5
8913 2675 9
341 2929 7
7071 3291 4
6034 7071 1
8377 5959 9
3203 3265 1
6809 7809 5
3965 7861 1
2661 2577 9
7343 7993 9
7438 6609 1
1129 5602 1
9964 7665 3
3246 3193 9
2266 8246 1
9538 6405 2
392 9407 9
351 2191 8
7424 4145 6
2576 371 9
1856 4356 6
678 6478 3
6644 115 6
4287 4057 5
3591 4168 5
440 6519 5
4951 2670 4
4458 2881 9
7679 8395 9
4204 7557 9
380 8191 5
4084 5911 9
5898 8537 1
5689 5345 9
7837 3877 1
896 9376 5
820 1185 10
4792 301 1
2528 7436 9
2068 4781 1
7470 9161 1
8918 3757 3
8909 3071 5
1605 2310 8
3511 1889 5
194 2921 9
2240 5965 6
1925 9517 9
4077 6997 1
2308 7881 6
352 8833 3
8135 5277 7
8702 2043 9
9362 9359 4
388 8503 9
1619 8359 1
4596 8188 1
3072 6134 1
2611 5261 7
1537 9425 3
1582 8039 2
6173 1461 6
6212 2169 5
3156 1296 6
3674 433 9
898 7169 10
4227 2791 5
9150 2676 1
679 9575 5
4282 7333 7
6204 7442 3
2167 9969 8
3282 5431 1
6028 9643 6
5826 2053 1
2421 5157 9
7021 8731 9
2893 465 7
197 9243 5
7510 7742 9
9938 6787 9
9826 3011 3
5160 9721 1
8667 2991 7
6374 2448 5
1123 3594 8
9918 6641 1
705 2999 6
4309 8289 6
902 4467 1
1923 1847 6
333 2711 1
5024 9137 1
6375 7719 8
2569 4581 6
7842 6780 9
8236 8749 5
9981 2661 7
9892 9041 3
8905 2674 1
2941 8598 5
6172 6737 5
7333 7077 4
1140 6141 8
616 5229 5
633 5617 3
281 1985 4
4631 2410 1
2467 6275 1
2517 4948 1
6268 7426 1
3295 8567 3
7905 9188 10
7165 5596 7
6437 5257 1
7068 3129 9
6033 7938 5
9442 8680 10
9179 2626 9
3328 6545 1
352 66 5
8313 941 1
4406 9626 1
1209 5181 1
3058 265 3
8403 9385 3
5996 743 1
5927 4913 1
9272 5076 9
3924 3413 6
7829 2906 4
4460 2695 1
1901 5571 1
4601 7756 1
480 9547 5
8731 6886 3
409 8179 1
1116 7127 3
7487 77 7
9235 688 9
4457 9899 10
7411 2312 7
7718 9501 2
5765 8442 9
4144 5829 1
1475 9477 3
7872 9319 2
4524 4569 1
6635 1418 1
8314 6007 9
2407 7517 8
4574 1415 1
2452 2469 7
6039 2257 6
1538 3767 9
6000 6161 1
8562 1181 1
7460 5421 1
9682 9735 5
1911 5067 1
8841 2155 8
5930 3186 2
9798 169 8
1355 1395 9
3257 7551 9
2846 1958 3
8964 8201 9
3852 5544 1
7315 2487 4
2236 8507 9
1470 8371 1
7516 8119 3
9660 1464 2
5825 4907 1
756 9076 1
6420 501 6
7741 181 7
1361 946 1
3511 3237 1
864 6485 9
5045 7944 1
3553 9921 9
2883 3295 10
5485 8121 3
5976 5480 7
4289 3521 3
9351 8121 6
6007 6407 2
494 5954 2
7377 2511 1
9973 6387 1
7694 3231 1
1772 4567 3
191 9715 7
3863 5601 9
4304 401 6
6465 521 1
1076 3345 2
1929 9781 5
7740 4451 6
202 6304 5
3092 4121 8
6788 1326 1
5594 6231 8
6480 7934 3
4256 2876 2
4651 4646 1
9746 7801 10
8114 2726 6
3708 3713 10
9903 1989 1
9919 3847 9
7407 821 1
3258 821 1
13 8551 6
1809 6638 5
1352 8624 9
5173 185 1
2303 8071 8
5920 8491 10
2876 3435 9
2963 3767 9
5842 6173 1
5218 6116 1
1365 6119 5
5206 1001 3
2875 2405 5
3952 2151 3
9020 1447 10
371 63 1
1515 5646 5
87 4584 2
8280 7692 1
4079 7253 1
9005 5412 2
4589 4264 7
1856 5295 3
9658 6709 3
726 343 3
6870 4593 8
3948 9977 9
5011 9661 6
2275 1664 7
397 8581 3
8308 8481 4
3902 6928 9
8851 6141 1
4800 5084 1
5822 4957 1
1453 1427 3
5258 3676 10
4473 1581 5
7549 4505 7
7358 3659 3
6986 3822 6
3811 8965 1
9017 8598 6
3448 4161 1
5094 8961 5
1474 4675 6
4258 5311 3
8485 4976 1
8018 4529 8
7777 4221 9
1023 5766 9
5390 1261 6
4267 8776 1
1960 2849 2
2994 3059 7
3710 4777 5
7969 8871 1
345 8841 5
6569 7466 3
6118 5305 3
4904 5989 7
9799 1396 4
3456 9729 6
34 8037 3
4244 297 1
7295 9274 2
827 9343 7
4273 9251 5
7115 3317 1
2885 4854 1
3972 411 5
9380 433 1
3892 6258 1
4075 9873 8
1291 8441 9
4429 5078 3
5200 633 1
9810 5981 7
177 2191 9
1817 4463 9
4913 9536 6
2212 4535 1
396 3513 1
6186 3745 1
4167 3532 6
4364 3035 8
902 5761 3
6847 4995 8
8833 9725 1
9833 7953 9
9532 6019 5
240 7190 4
6024 381 3
55 6592 7
135 1676 6
8579 5291 7
7282 1831 7
179 5812 3
8331 1891 9
3063 7934 3
4090 2421 3
5336 8935 3
9057 4149 7
6933 7552 7
6321 3516 3
5380 7529 7
4512 8260 6
4006 3903 5
7313 8567 2
8420 6241 7
3940 7147 2
7855 3733 8
8812 5249 1
421 409 6
4399 8013 6
8442 8893 1
1617 3181 3
8645 4792 3
6850 5279 9
9153 583 1
9928 7026 6
9885 6933 4
9798 3599 5
4323 4289 1
8967 3703 1
5142 106 9
348 359 1
8253 8285 1
4751 9409 1
839 5440 1
9749 3731 7
8579 3617 7
7829 1045 1
7462 2602 3
477 5 3
2930 9113 2
4559 4777 1
2450 381 10
8580 7111 3
9379 1828 7
2718 383 4
2654 1194 9
5222 1039 1
7549 8569 2
9632 5246 10
4697 2861 9
4994 3199 5
5264 9695 5
5586 4097 9
9501 9025 1
3384 7950 7
9005 8949 9
648 2284 1
7486 6509 7
2922 7451 1
348 4445 2
3243 9797 10
461 7569 3
2794 9653 9
985 4989 3
2579 6923 6
8085 6774 1
9611 5451 1
2207 8495 6
2287 3762 5
3443 8280 4
4431 1361 3
3039 6390 8
6846 1162 7
6934 2209 9
319 983 1
8555 893 2
3299 179 5
460 129 3
9376 435 10
1899 3063 10
4292 1401 10
5600 901 5
2875 9453 6
2836 8172 4
9130 1430 1
4963 5551 10
4956 7111 5
8348 7445 3
8218 5103 8
712 4196 6
3307 69 1
471 1516 3
2447 54 6
206 3497 2
4742 6521 3
2804 3357 10
8637 5072 1
2416 3573 6
2861 320 1
3976 6558 1
5451 5221 6
4653 9356 1
8631 4318 9
8391 141 4
4893 4966 3
2199 2474 7
1032 3663 6
1928 8594 1
802 201 9
7185 1321 9
7567 8193 4
9626 7373 8
7519 3069 4
7063 7751 3
5741 7907 1
9262 2243 3
3257 8456 1
8050 9855 4
2465 985 4
8631 4662 10
3959 4156 5
7288 1849 7
1811 2671 1
2398 7483 7
4571 5650 3
1275 4644 6
6747 2316 7
775 4353 1
3962 6121 10
8056 3169 8
6008 8120 6
9359 5332 4
3372 8941 2
8569 8666 6
2397 1801 9
223 7665 3
5995 1837 1
4818 2211 2
1638 527 9
5055 9002 1
826 5036 1
6958 2615 9
7140 5846 1
9191 2582 1
3157 6976 3
3904 4023 3
2944 8913 1
5262 3031 1
7000 7457 9
4002 5534 1
612 1537 3
3294 5393 1
9169 4937 3
7621 489 1
29 8757 4
4810 797 1
461 6897 3
4335 1617 1
4947 3032 1
2644 4501 7
1811 2937 7
1541 1312 5
7325 201 9
1732 694 6
3321 724 3
6814 6097 8
3833 7113 3
835 9416 7
8521 869 9
2773 1087 4
1387 1133 1
833 2951 7
7394 860 6
423 799 1
642 6696 1
3837 5224 5
1913 3865 7
735 8665 1
1364 9151 5
8461 1081 8
874 3953 3
3677 4479 9
8439 97 10
4158 8776 9
2063 2291 10
8338 1817 8
137 9193 6
9913 8765 6
804 6895 7
826 3448 1
1809 9601 1
7386 7873 1
6540 1799 2
3581 9529 1
5993 8134 7
1233 3353 2
4405 204 3
5140 6875 7
7440 8479 3
877 6493 2
3854 6241 9
6845 5553 1
9999 2477 1
994 9885 3
329 3772 1
8512 9721 3
6070 4994 1
7233 3009 7
4595 4081 8
1417 3069 1
6622 5691 7
3375 135 3
6331 5873 2
1433 3596 4
2520 3204 3
7507 6659 5
5764 4929 7
8608 247 1
2325 2717 9
7794 6901 7
8793 5820 2
451 7269 8
4835 8874 5
3297 7997 4
9451 1261 4
6355 7529 5
7961 7323 5
1864 3138 1
6233 2813 6
5534 51 9
1266 3376 1
807 693 7
3399 3453 9
5535 7899 7
5819 7665 7
5036 6601 6
6294 9666 6
6853 3247 2
5105 4721 1
5528 2341 10
3791 4989 1
3585 8856 3
8587 8189 1
2099 4651 5
1588 6305 3
32 725 5
637 3681 1
3148 2921 3
211 6789 9
1307 5047 3
319 1405 9
1094 1093 3
2063 568 7
6490 1691 8
8903 7213 8
2607 3545 1
5245 8537 5
1031 2457 9
705 3363 1
8650 3980 5
3046 1499 9
897 6059 10
5338 2364 7
7285 3326 1
1219 4033 3
6559 541 7
5796 9135 1
6370 5090 1
5318 1331 10
4531 453 7
7586 2882 3
7853 5877 1
202 4806 1
8622 3301 1
6426 5753 9
823 3481 1
8277 4251 9
6639 6901 5
5433 5257 7
1777 2013 6
7920 5101 6
6471 1301 6
1683 6412 1
9520 2557 2
5460 6185 7
1362 2315 9
8380 7502 3
1800 6895 9
6333 4409 1
769 4101 1
9532 9296 9
8474 1044 5
8934 1797 1
2090 2677 7
4245 7247 7
996 2020 9
4997 7301 1
6283 6897 9
6867 3107 7
626 6983 7
4014 4751 1
2612 8361 6
1847 3316 10
6865 2577 1
3237 8045 9
69 2017 10
6160 3039 10
395 5077 1
8842 5465 10
424 3385 3
5120 9571 5
7901 8126 2
8141 8885 3
7826 5143 3
7362 9919 1
8912 3097 5
8229 9481 3
2143 1351 9
722 2979 1
4075 5272 1
2610 7116 6
3491 4745 7
1683 289 4
449 9709 1
6046 666 1
3699 3776 3
6443 3153 5
7967 9137 8
6225 4811 9
8784 1993 9
1078 1043 9
164 7717 6
9358 4391 5
7543 3201 3
2308 3611 8
6967 2831 1
41 6493 9
5892 4715 6
1355 9331 2
7216 9881 7
4771 3186 7
8724 7785 3
5534 3768 7
6226 2737 7
7479 6231 7
3276 2934 1
4616 238 10
1676 353 1
8469 8307 3
3085 5993 1
6322 5553 7
6965 9972 5
4094 1629 3
5713 2396 3
4103 2451 6
6168 9249 1
3676 2021 1
6420 5379 6
832 7377 1
133 811 3
4443 7355 5
9967 6641 9
7119 3804 9
7857 3511 8
841 9327 5
1624 305 8
7550 6969 1
4432 2217 9
50 3971 6
8611 7276 9
396 6378 1
859 2029 7
255 2497 2
4155 8601 9
357 8018 7
1943 2181 1
5621 3857 8
147 5516 4
8765 6437 5
1556 337 8
397 5265 5
7436 7479 1
6386 7643 8
8102 8093 1
4229 6833 5
1120 8281 7
184 1209 3
1165 4893 1
995 5938 5
5706 3698 9
8943 82 5
3778 2923 2
5489 7785 10
7649 617 1
3474 7731 9
4608 1756 1
1035 2211 1
6220 413 3
5084 3420 1
517 1699 9
3701 9181 1
9375 2169 1
320 8283 1
6348 7477 9
2175 2726 7
5174 5929 10
9742 5210 1
1084 1459 7
4447 2821 1
9969 8833 3
1113 5501 8
6932 5593 5
7574 9542 1
7784 8721 3
4790 8662 3
3048 1759 1
6510 6389 1
5478 1851 4
9176 7301 1
2595 8277 3
9655 8201 6
7187 3707 7
5714 1629 1
7296 8480 7
841 415 8
1564 1276 1
1046 4321 7
7011 3349 7
1610 3145 9
1380 7073 9
3194 184 1
3912 4367 1
4341 4581 3
1802 4299 10
6889 1180 1
4365 8816 7
5527 4031 7
4532 7457 5
1003 361 1
4015 8701 1
7717 3981 7
8290 8202 9
7522 162 10
5206 5448 6
5261 4693 3
2103 2330 1
9783 8920 6
1840 4045 7
5671 3861 1
7139 2905 1
9001 8705 7
1884 8288 1
6217 9840 9
3645 2819 7
6235 1811 1
9922 610 1
914 521 5
1455 2236 6
8276 9542 3
9607 354 4
7047 5201 5
1755 689 1
9963 215 1
1222 6617 3
9272 7105 5
4431 145 1
627 5215 6
135 3233 5
1898 5341 5
10000 8715 9
1550 3851 5
1249 4431 4
163 7756 1
5113 7233 1
8580 1256 7
6583 3965 3
3468 7269 5
6161 5095 8
9342 6882 7
7727 3185 1
5959 5389 3
4440 801 1
3877 5305 1
462 8701 9
5722 2493 2
2821 4441 5
8970 3351 1
9227 4017 7
6168 119 9
6713 4876 1
548 6047 7
3421 6953 9
7240 1504 2
6048 1365 3
6230 3899 5
2803 771 3
2427 7626 9
450 5337 1
6407 9033 8
1995 876 7
1194 6895 2
4348 8201 2
5541 2547 9
6929 2759 7
7071 8567 6
8322 9089 10
9427 4667 7
9021 3011 5
8608 2764 1
6690 3261 5
1144 4491 5
5178 1745 9
1331 1897 1
3473 9701 2
8990 9583 10
3407 6797 1
2517 6010 9
9144 89 1
788 9084 3
2555 8319 9
8522 5324 7
3200 5393 1
660 335 1
8799 4751 9
3299 6722 10
5884 9525 4
8882 2281 9
820 8273 1
379 9315 1
36 4253 6
1841 9022 5
9417 5281 7
875 4444 5
3010 5300 1
8723 6350 7
5170 2102 4
3226 9185 7
8154 9401 7
655 3576 7
4681 2811 5
6777 9972 3
7137 4721 7
597 9633 3
2121 8740 5
9637 2561 7
955 879 9
1934 4420 2
4283 5761 3
6338 4449 9
7737 2056 1
9912 3691 9
1208 674 2
5361 5329 7
942 9369 7
3459 9050 6
193 4158 9
7897 4174 6
6201 6802 9
9604 361 7
3357 4383 7
7588 1761 1
5837 8106 7
4951 6813 1
5438 3974 7
9523 7713 1
4054 9830 4
4205 3901 3
1430 1391 5
6427 7369 3
8683 3465 6
268 8653 8
9502 6149 3
9094 385 1
2791 4212 1
4101 1411 3
7942 3829 1
1665 2515 4
8665 9405 1
7974 8735 3
5652 1221 2
8070 1813 6
5044 1051 5
3769 1197 1
2968 337 5
2077 6501 5
4312 4372 1
5377 9595 9
4197 1637 1
1303 5936 4
4059 3660 1
2073 45 8
9829 3097 1
9424 7043 8
9921 9753 1
1584 1985 2
9150 8033 5
3930 6063 7
1367 8981 1
462 7080 1
5629 8455 5
5231 2994 9
1435 7770 5
2053 674 9
3862 2842 9
1498 149 1
457 7173 5
5945 7701 1
7029 5577 3
415 1173 6
8910 2995 1
2172 1497 1
3792 3890 9
3068 4433 5
1683 8049 5
8145 7525 1
9711 4545 5
2243 5875 1
1875 656 3
4232 9413 7
716 4353 1
8026 5564 5
4933 7949 1
3676 9141 1
295 6226 2
6714 6309 4
4834 5337 1
7068 8753 10
1867 3224 1
6488 7413 1
121 9181 1
8192 4340 7
9784 3255 9
7216 5073 5
1285 7716 7
838 7789 4
1411 5046 6
8388 3506 5
7574 3361 1
7540 381 7
7693 8999 7
3469 9501 1
2104 5321 10
8132 4769 1
1360 5833 7
3293 6597 3
9389 5414 3
2246 4913 7
2409 2497 1
1587 961 5
3930 5745 9
7300 5689 5
7614 8223 1
6578 2665 1
6586 154 3
3256 8281 1
31 1595 1
304 7219 1
8788 1266 4
5485 1900 4
2275 339 5
3092 1791 5
3389 1281 1
511 7171 4
5956 3381 7
310 8799 6
5348 8260 5
7573 5369 3
44 8753 6
8371 7715 9
8435 876 1
3477 9630 1
3049 3241 5
2551 7169 1
9542 1553 10
8115 9104 1
436 6261 9
5660 8449 4
1938 1431 6
2142 5937 8
8640 3446 5
8089 1937 7
8238 2781 6
148 9477 6
1542 1326 6
2707 1937 1
6041 1058 3
7142 6106 3
1114 2018 6
7846 1035 1
5256 7489 3
6851 4376 7
6158 7761 6
1529 4246 1
2672 5883 1
7184 4752 7
7152 4511 8
638 9053 1
7197 6865 1
1054 9331 5
444 2009 5
2617 7947 9
6661 6999 3
1172 5941 8
1747 4456 5
4068 5074 1
9795 8589 1
1972 5115 3
3381 6115 6
5650 691 3
3557 8049 7
9612 6181 2
5119 8467 5
4471 7187 5
1064 6299 10
5862 731 6
1355 506 3
6820 4737 7
8478 7047 1
502 1451 3
4037 6441 3
980 6553 1
8061 4129 3
785 1767 1
5141 1557 10
2473 4343 7
9261 4066 7
3197 1961 9
540 608 9
4668 4228 5
2764 169 5
4126 1425 7
9861 3917 6
9330 5588 7
2658 3781 9
4646 6412 3
2683 7521 1
8746 5435 5
2564 1403 1
1838 3185 9
5102 7765 3
3706 1514 4
6273 1076 2
179 895 6
2263 6601 5
5141 4076 9
2682 5120 1
2472 5447 3
8110 6339 4
703 9401 7
258 681 10
2071 1881 1
5633 5751 3
1385 4801 7
5920 7196 4
7591 9833 5
900 8640 1
7079 4763 1
7168 2373 7
3727 333 9
6598 6900 1
2340 5343 6
798 9777 1
6293 549 1
3655 8634 4
6867 8237 1
8784 9881 6
8674 9354 1
4609 4321 2
544 1626 4
6533 82 1
1520 7285 1
6127 6797 5
6197 6741 9
966 6523 1
1471 1828 1
3831 2897 7
5118 3085 3
8683 9361 5
8617 5327 1
1819 9266 6
2525 6021 1
6987 5805 1
6070 5139 10
58 9714 1
390 4723 1
6224 9789 3
4256 9617 9
2055 1615 1
5256 5243 5
4306 7209 6
9718 4737 5
13 9710 9
3663 4422 9
2986 1932 1
3273 976 3
7285 4081 3
5105 1379 5
5358 7585 1
1930 8373 3
1178 9855 3
8003 4383 5
710 2466 9
9307 7095 1
6354 6043 1
123 6905 4
949 4766 1
8266 3909 5
8523 361 1
2207 8531 10
7556 1793 2
9165 6721 9
3087 1261 3
9212 5909 5
281 1329 1
9424 1659 5
7222 3123 5
3172 1090 10
3213 9914 8
4437 5371 6
7093 774 1
6809 4161 5
2782 1070 1
8635 6778 9
5174 1406 5
8643 3971 3
4792 1881 9
1725 2877 6
1919 4221 3
6921 3526 1
7302 9279 4
1040 5120 6
1729 9491 1
1999 505 1
1734 5605 6
283 3971 9
4589 461 6
9189 1439 3
4328 4424 1
700 8729 5
1680 2465 9
9564 9573 6
23 9159 3
6045 5825 7
3422 6477 2
3747 5741 7
284 6141 9
3406 7061 6
523 631 3
3914 2167 7
3958 5691 9
7202 5889 7
6657 9825 1
2391 1453 1
7746 4017 6
7223 3125 1
1047 7515 1
1798 8618 9
9718 9635 10
2436 3493 1
7983 1247 1
2010 1441 1
2988 6133 6
7787 184 1
2036 9858 1
2035 2081 8
1694 2242 1
9533 8511 6
8077 999 6
3593 2973 8
2472 8837 6
3569 7694 7
2767 4021 1
580 7861 7
1614 2250 9
7719 6193 3
4417 5851 2
9 5101 6
6244 6509 2
5924 9706 5
4313 4900 1
3343 8027 6
7542 4952 2
8710 8175 1
4538 260 3
965 3394 8
541 8896 1
7154 6141 2
1020 9263 5
3091 5475 6
951 7329 3
3025 7810 5
8014 2884 2
3137 9701 6
2819 631 5
7893 6207 8
3327 2021 1
7629 1982 3
8234 3081 4
3234 7181 8
646 7676 7
3114 5025 6
9608 5529 5
8960 1154 6
1347 9616 5
6041 2933 1
6973 6215 1
3807 1171 1
6054 8747 6
4325 8377 4
2808 2259 10
676 2929 7
7582 7115 1
4012 2611 9
2863 8247 5
7232 5541 5
900 7382 1
2491 2986 5
7153 5117 10
2243 3363 2
